time,open,high,low,close,volume
2023-06-07 13:30:00,228.0,230.82960510253906,223.1999969482422,224.79100036621094,132071666
2023-06-07 16:00:00,224.81500244140625,227.24000549316406,223.24000549316406,224.61000061035156,48794704
2023-06-08 13:30:00,224.22000122070312,233.3300018310547,223.00999450683594,231.86129760742188,103755917
2023-06-08 16:00:00,231.85000610351562,235.22999572753906,230.85000610351562,234.85000610351562,44141324
2023-06-09 13:30:00,249.07000732421875,252.4199981689453,242.02000427246094,247.34500122070312,149119501
2023-06-09 16:00:00,247.3699951171875,247.5500030517578,243.27000427246094,244.3800048828125,47320737
2023-06-12 13:30:00,248.5,249.9199981689453,244.58999633789062,247.1074981689453,99097783
2023-06-12 16:00:00,247.11000061035156,250.97000122070312,246.6999969482422,249.8800048828125,46182849
2023-06-13 13:30:00,253.9499969482422,259.19000244140625,251.33999633789062,258.739990234375,112254129
2023-06-13 16:00:00,258.760009765625,259.67999267578125,255.6300048828125,258.7698974609375,44097025
2023-06-14 13:30:00,260.1700134277344,261.57000732421875,255.25,258.1050109863281,97568941
2023-06-14 16:00:00,258.1199951171875,258.6899108886719,250.5,256.760009765625,66719972
2023-06-15 13:30:00,248.39999389648438,258.95001220703125,247.2899932861328,256.8900146484375,110754172
2023-06-15 16:00:00,256.8900146484375,257.75,254.63999938964844,255.80999755859375,44470973
2023-06-16 13:30:00,258.9200134277344,263.4700012207031,257.2091064453125,260.82000732421875,108843343
2023-06-16 16:00:00,260.82000732421875,263.6000061035156,259.3700866699219,260.5400085449219,49529410
2023-06-20 13:30:00,262.5,271.5299072265625,261.8700866699219,270.756103515625,107771356
2023-06-20 16:00:00,270.75,274.75,269.4599914550781,274.4599914550781,50259846
2023-06-21 13:30:00,275.1300048828125,276.989990234375,257.7799987792969,259.0899963378906,149953307
2023-06-21 16:00:00,259.0718994140625,264.70001220703125,258.9700012207031,259.4599914550781,54322037
2023-06-22 13:30:00,250.77000427246094,263.7300109863281,248.25,262.2099914550781,119778329
2023-06-22 16:00:00,262.239990234375,265.0,261.9100036621094,264.5899963378906,40804348
2023-06-23 13:30:00,259.2900085449219,262.45001220703125,252.8000030517578,262.1099853515625,113285746
2023-06-23 16:00:00,262.1091003417969,262.42999267578125,254.67999267578125,256.54998779296875,53974573
2023-06-26 13:30:00,250.06500244140625,258.3699951171875,242.64999389648438,246.34280395507812,123245604
2023-06-26 16:00:00,246.360107421875,247.1999969482422,240.6999969482422,241.02000427246094,49954856
2023-06-27 13:30:00,243.24000549316406,247.50999450683594,240.85000610351562,247.27000427246094,107405783
2023-06-27 16:00:00,247.3000030517578,250.389892578125,246.5800018310547,250.1999969482422,52559423
2023-06-28 13:30:00,249.6999969482422,259.8800048828125,248.88999938964844,256.31988525390625,115481646
2023-06-28 16:00:00,256.29010009765625,257.1400146484375,254.05999755859375,256.3999938964844,40539677
2023-06-29 13:30:00,258.0299987792969,260.739990234375,253.61000061035156,256.4255065917969,94409790
2023-06-29 16:00:00,256.42999267578125,257.5899963378906,254.67999267578125,257.5299987792969,34377465
2023-06-30 13:30:00,260.6000061035156,264.45001220703125,259.8900146484375,263.385009765625,77810506
2023-06-30 16:00:00,263.3800048828125,263.92999267578125,261.6300048828125,261.6791076660156,29967480
2023-07-03 13:30:00,276.489990234375,284.25,275.1099853515625,277.67999267578125,104929971
2023-07-05 13:30:00,280.25,282.9393005371094,277.6000061035156,280.79998779296875,86697736
2023-07-05 16:00:00,280.7900085449219,283.8500061035156,278.75,282.44000244140625,40513143
2023-07-06 13:30:00,278.0899963378906,279.9700012207031,272.8800048828125,276.5299987792969,86983449
2023-07-06 16:00:00,276.5101013183594,278.20001220703125,275.57000732421875,276.5400085449219,29089244
2023-07-07 13:30:00,278.42999267578125,280.7799987792969,274.04998779296875,279.67498779296875,78414637
2023-07-07 16:00:00,279.6700134277344,279.7392883300781,273.7699890136719,274.42999267578125,32460819
2023-07-10 13:30:00,276.4700012207031,277.5199890136719,265.1000061035156,268.54998779296875,87340955
2023-07-10 16:00:00,268.6000061035156,270.3599853515625,267.8999938964844,269.5000915527344,29626082
2023-07-11 13:30:00,268.6499938964844,270.8999938964844,266.6600036621094,268.44189453125,63117817
2023-07-11 16:00:00,268.44000244140625,270.1796875,266.3699951171875,269.82000732421875,26597736
2023-07-12 13:30:00,276.32501220703125,276.5199890136719,271.4599914550781,273.3999938964844,69133286
2023-07-12 16:00:00,273.4100036621094,274.44000244140625,271.8052062988281,272.0,23129194
2023-07-13 13:30:00,274.5899963378906,274.9700012207031,270.6000061035156,274.7850036621094,63256091
2023-07-13 16:00:00,274.7850036621094,279.45001220703125,274.6199951171875,277.9700012207031,42736469
2023-07-14 13:30:00,277.010009765625,285.29998779296875,276.30999755859375,283.5899963378906,83628790
2023-07-14 16:00:00,283.6000061035156,283.9700012207031,278.7799987792969,281.3900146484375,31772104
2023-07-17 13:30:00,286.625,292.2300109863281,283.57000732421875,286.4649963378906,91736845
2023-07-17 16:00:00,286.45001220703125,290.6300048828125,286.29998779296875,290.3500061035156,34757811
2023-07-18 13:30:00,290.1499938964844,291.3999938964844,286.010009765625,290.6600036621094,71475897
2023-07-18 16:00:00,290.67999267578125,295.260009765625,290.3299865722656,293.3699951171875,36496981
2023-07-19 13:30:00,296.0400085449219,299.2900085449219,292.5,294.59600830078125,85862414
2023-07-19 16:00:00,294.5899963378906,294.7200012207031,289.5201110839844,291.1199951171875,40314142
2023-07-20 13:30:00,277.5,280.92999267578125,264.2099914550781,266.130615234375,116819226
2023-07-20 16:00:00,266.1199951171875,266.95001220703125,261.20001220703125,262.9200134277344,50265935
2023-07-21 13:30:00,268.0,268.0,255.8000030517578,265.9501037597656,99429804
2023-07-21 16:00:00,265.9599914550781,267.4800109863281,259.3599853515625,259.95001220703125,44346620
2023-07-24 13:30:00,255.85000610351562,267.79998779296875,254.1199951171875,267.125,94106120
2023-07-24 16:00:00,267.1600036621094,269.8500061035156,266.82000732421875,269.1077880859375,37727642
2023-07-25 13:30:00,272.3800048828125,272.8999938964844,265.4100036621094,269.3949890136719,80291307
2023-07-25 16:00:00,269.3900146484375,270.239990234375,265.0,265.260009765625,29811596
2023-07-26 13:30:00,263.25,268.0400085449219,261.75,264.3900146484375,59849800
